"Tiki đóng gói cẩn thận, giao hàng hỏa tốc siêu nhanh luôn.
Sách rất mới, bọc nilon kỹ càng. Cuốn sách rất hữu ích cho mọi người sắp xếp lại cách quản lý tài chính của mình và đầu tư hiệu quả hơn. Cám ơn tác giả Lâm Minh Chánh đã đem đến những kiến thức, kinh nghiệm và bí kíp tuyệt vời 👍 ",0
"Sách được bọc nilon cẩn thận. giấy in dày và chất lượng. Mực in màu rõ nét và đều. Có kèm mã đăng nhập khóa học onl rất bổ ích. Về nội dung thì mình đánh giá cao cuốn này vì lượng kiến thức mới mẻ, sát với hoàn cảnh Việt Nam và cách viết cũng súc tích, dễ hiểu. Với mình cuốn này xứng đáng số tiền 2***đ và mình khuyến khích mọi người nên mua. ",0
"In rõ chữ, giấy tốt
Nội dung sách không có gì phải bàn
Tác giả là người Việt, am hiểu văn hoá Việt Nam nên nội dung sách rất phù hợp cho người Việt.
Mình nghĩ mỗi người hay mỗi hộ gia đình nên có một quyển này, sách hướng dẫn khá rõ ràng hành trình từ cách giảm chi tiêu để tiết kiệm, từ đó có dư vốn đi đầu tư và đầu tư vào đâu cũng như tránh cách cạm bẫy đầu tư ""high risk high return"" ",0
"Chúng ta không thể phủ nhận rằng kỹ năng quản lý chi tiêu của bản thân quan trọng hơn số tiền mà mình đang có. Nếu bạn có thể hiểu được khái niệm về quản lý  tài chính cá nhân, thì bạn sẽ có thêm rất nhiều tiền. Vì thế quyển sách Tài Chính Cá Nhân dành cho người Việt Nam vô cùng bổ ích cho mỗi người chúng ta. Nội dung và giọng văn vô cùng dễ hiểu. Đọc sách này xong mình đã có thể biết cách quản lý tiền bạc của bản thân và sử dụng, bảo vệ tiền tốt hơn. ",0
"Quyển sách là sự đúc kết và chia sẻ rất quý giá những kiến thức về tài chính cá nhân mà bất kì ai cũng nên sở hữu. Tôi hi vọng nền tảng kiến thức từ cuốn sách này sẽ lan tỏa đến tất cả các công dân Việt Nam đang có mong muốn kiến tạo một cuộc sống thịnh vượng, đặc biệt là thế hệ những bạn trẻ hãy tiếp cận và vận dụng càng sớm càng tốt. Một khi bản thân và gia đình của mỗi cá nhân đã thịnh vượng thì việc đưa đất nước nâng tầm phát triển cao hơn sẽ đến trong tương lai rất gần. 
Cảm ơn tác giả cuốn sách Anh Lâm Minh Chánh rất nhiều! ",0
"Không biết con em đi đâu lôi về quyển sách, xong nói: bà đọc đi chứ thấy bà chưa biết quản lý tiền bạc gì cả. Ban đầu không định đọc mà lật vài trang thấy hay quá nên ngồi một mạch từ 8h tối đến 3h sáng được 3 phần. :))  Sách hay, nội dung chất lượng, và mình đang định đặt thêm vài quyển tặng cho bạn bè. ",0
"Thực sự đó giờ mình làm kinh doanh mà không chịu để ý dòng tiền, nên ngay khi đọc được nửa quyển sách là thấy lỗ hổng tài chính của mình quá lớn. 
Từ việc đầu tư, dự doán và tính toán rủi ro, tỷ suất sinh lời của một dự án bất kỳ...Mình thích nhất về mục Vay Tiền để đầu tư và mục phân tích. Tại sao khi trading lại hay bị lỗ...Nói chung sách hay, đáng giá để mua. Vote 5 sao. ",0
"Được con bạn tặng cho, mới đầu tưởng không hay mà hoá ra hay không tưởng. :)) Một quyển sách kinh tế tài chính hay, không chỉ dành cho những người kinh doanh mà những ai muốn quản lý chi tiêu của mình rất nên đọc. Cuốn sách giúp chúng ta hiểu đúng hơn về nguồn tiền của bản thân.  Từ cách  tiết kiệm tiền như thế nào, hay thế nào là bảo vệ tiền của chúng ta, đầu tư đồng tiền ra sao cho đúng.... đều là những vấn đề tài chính rất cơ bản mà không phải ai cũng hiểu đúng. Cuốn sách khai sáng cho mình những điều cơ bản đó, mà trước đây còn mịt mờ, mông lung trong việc quản lý tài chính của bản thân. ",0
"Mình mới nhận được sách và đã đọc được 2 chương.  mình cảm thấy khá bất ngờ vì bìa sách khá đẹp, giống các loại sách về Mindset mình hay đọc. ? Nhưng cái bất ngờ nhất là có hình minh họa cho dễ hiểu, nên dù đọc sách tài chính nhưng không thấy khô khan lắm. ? thiệt là cưng. ❤ ",0
"Sách có bìa giấy dày, có lớp bọc chống thấm mồ hôi, được in màu,chữ đẹp và rõ...Rất ưng mở ra lấy sách ra, lên ghế pha ly ca fe đọc liền.",0
"Sau khi đọc xong quyển này mình nghĩ ai cũng nên có quyển sách này trong tủ sách. Không vì kinh doanh, không vì đầu tư, chỉ vì bạn muốn hoạch định tài chính cá nhân tốt hơn, sử dụng và bảo vệ tiền của mình hợp lý hơn. ",0
"Mình tình cờ thấy 1 anh bạn giới thiệu sách nên đặt mua theo. Và cũng k ngờ là quyển sách lại có nhiều nội dung hay như vậy. Bản thân mình k chỉ hiểu về tài chính, mà hiểu thêm về các kênh kiếm tiền thụ động - điều mà trước đây mình ko biết, hoặc chưa nắm rõ thông tin. :)) Nên mình đánh giá sách 5* l. ",0
"Sách khá okie. Tính áp dụng cao  Mình là dân ngân hàng, tư vấn tài chính cho khá nhiều người, vậy mà mình còn thấy học được nhiều điều lắm từ quyển sách này. Đặc biệt mình thích những đoạn tác giả phân tích về rủi ro khi đầu tư, nó k chỉ áp dụng cho việc mua bds mà còn có thể dùng để thẩm định giá trị tài sản của một công ty mà mình định đầu tư vào...:)) ",0
"Mình cực kì tâm đắc cuốn này, cuốn này cung cấp cái nhìn rộng về thê giơi tài chính VN, rất cần thiết cho mọi người luôn, ai cũng nên học về tài chính, về đâu tư, đáng lẽ môn này nên được học từ nhỏ.",0
"Làm bao nhiêu vẫn không thấy dư. Lãnh lương ra là chi trả các khoản hết sạch tiền. Đến khi đọc quyển Tài chính cá nhân của Bác Lâm Minh Chánh, điều chỉnh lại mọi thứ thì thấy cách quản lý tiền bạc của mình không khoa học dẫn đến việc thiếu hụt suốt. ",0
"Một quyển sách hay và rất thú vị. 
Sách cung cấp nhiều kiến thức hữu ích về tài chính dành cho cá nhân, đặc biệt là những người mới tìm hiểu về đầu tư vàng, chứng khoán, dự án ...

Ngoài ra còn tặng kèm code cho khoá học cũng khá hữu ích, các bạn nhớ kiểm tra để đảm bảo sách thật, đúng quyền lợi của mình nhé. 

Bên cạnh đó, sách cũng đưa ra những ví dụ trực quan, case study cho các kiến thức được đề cập. 

Nói chung sách dễ đọc, dễ làm theo và hữu ích cho mọi người. ",0
"Quyển sách tài chính đọc dễ hiểu nhất mà mình từng đọc. Cũng muốn dấn thân và kinh doanh nên mình tìm đọc những quyển sách kinh tế, quyển của Lâm Minh Chánh mình thấy thiết thực nhất.",0
quyển sách này khá là hay và mình nghĩ có tính ứng dụng cao. Mình thích nhất là chủ đề Nên mua nhà hay thuê nhà và để dành tiền đầu tư....vì nó đúng vào cái vợ chồng mình đang phân vân bữa giờ luôn ,0
"Sách bọc cẩn thận, rất đẹp. Nội dung sách cung cấp kiến thức cơ bản về tài chính & đầu tư cho người mới như mình, đặc biệt tác giả là chuyên gia người Việt nên sử dụng ngôn từ rất gần gũi dễ hiểu. Chốt lại, ai muốn hiểu về tài chính thì nên mua cuốn này đầu tiên. Cám ơn tác giả & tiki! ",0
"Sách in màu, giấy bóng màu nhà đẹp, cẩm nang tài chính rất cẩn thiết cho mỗi người Việt",0
"Cảm ơn thầy Lâm Minh Chánh đã chỉ ra những cái rủi ro và những sai sót trong quản lí tài chính của mỗi cá nhân, trong cuộc sống này nếu bạn không quản lí tốt tài chính của mình thì cho dù bạn làm bao nhiêu cũng sẽ tiêu hết bấy nhiêu, đến khi gặp được chữ ""ngờ"" thì có lẽ chữ hối hận đã muộn rồi. ",0
